58,29,7,38,6,8,74,0.51,0.32,8,6,3,9,65,-0.08,0.23,7,66,24,38,49,12,21,0.17
59,30,15,51,4,5,98,0.52,0.42,9,10,7,21,88,-0.13,0.36,7,83,26,50,67,20,32,0.18
60,30,12,60,9,2,103,0.57,0.47,4,15,7,16,99,-0.06,0.48,7,67,40,57,71,28,45,0.21
61,31,2,53,10,7,103,0.51,0.35,5,11,6,17,105,-0.08,0.56,5,75,32,51,64,19,35,0.32
62,31,10,68,5,7,116,0.59,0.48,10,10,5,32,107,-0.23,0.53,6,88,36,67,83,22,36,0.24
63,32,9,63,10,8,144,0.44,0.31,6,15,7,22,108,-0.12,0.50,3,86,57,61,78,24,43,0.20
64,32,8,61,6,9,126,0.48,0.36,10,11,3,20,106,-0.13,0.49,7,86,52,58,74,27,36,0.26
65,33,4,47,5,6,89,0.53,0.40,5,8,1,16,75,-0.18,0.47,5,66,30,43,53,14,22,0.23
66,33,14,42,5,6,91,0.46,0.34,5,12,5,12,78,-0.06,0.53,1,59,34,42,52,16,33,0.24
67,34,5,54,10,8,113,0.48,0.31,9,22,5,16,102,-0.07,0.28,8,76,43,53,68,27,35,0.12
68,34,16,52,9,8,118,0.44,0.29,10,16,8,20,96,-0.11,0.42,5,86,42,50,70,22,33,0.27
69,35,3,65,9,11,114,0.56,0.39,10,5,7,25,107,-0.16,0.56,2,88,30,64,82,24,44,0.31
70,35,1,55,10,7,101,0.54,0.37,9,3,2,15,103,-0.09,0.48,7,82,26,53,66,20,36,0.22
71,36,18,50,10,7,111,0.45,0.29,12,18,8,16,98,-0.07,0.40,7,80,41,48,70,28,40,0.25
72,36,11,57,12,8,118,0.48,0.31,10,7,7,18,98,-0.09,0.39,8,92,42,54,74,29,40,0.21
73,37,6,34,13,3,77,0.44,0.23,2,5,1,8,57,-0.08,0.27,6,64,23,32,37,8,19,0.08
75,38,4,53,13,9,109,0.49,0.28,15,11,8,24,102,-0.15,0.38,12,82,40,52,76,30,31,0.17
76,38,11,44,31,3,13,0.43,0.22,13,13,12,20,102,-0.06,0.38,8,78,31,44,69,28,35,0.22
77,39,14,41,8,14,98,0.42,0.19,6,7,3,18,74,-0.21,0.33,4,81,28,39,50,15,12,0.21
78,39,12,49,6,7,93,0.53,0.38,8,9,4,15,96,-0.04,0.59,3,56,33,48,61,26,35,0.32
79,40,1,54,5,7,114,0.47,0.36,11,17,5,11,97,-0.05,0.43,11,81,41,53,70,25,41,0.16
80,40,9,64,11,6,128,0.50,0.36,5,19,11,19,100,-0.05,0.51,5,86,54,63,80,28,50,0.28
82,41,3,53,10,9,114,0.46,0.29,5,6,7,21,96,-0.14,0.49,6,80,38,53,65,17,27,0.24
83,42,7,36,10,7,87,0.41,0.21,4,7,4,18,62,-0.20,0.53,1,60,24,34,44,11,15,0.27
84,42,18,35,4,0,62,0.56,0.50,10,5,1,14,74,-0.15,0.52,4,44,27,34,48,19,25,0.36
85,43,13,57,11,3,128,0.45,0.33,14,7,7,14,111,-0.04,0.59,4,88,40,57,78,24,55,0.23
86,43,2,74,14,10,142,0.52,0.35,11,17,4,21,109,-0.13,0.40,7,97,57,74,89,28,50,0.18
87,44,8,69,3,10,128,0.54,0.43,14,8,4,27,113,-0.16,0.57,4,92,35,68,87,29,46,0.30
88,44,10,64,14,8,120,0.53,0.35,3,16,4,17,109,-0.11,0.57,4,85,44,62,71,21,41,0.22
89,45,15,63,10,7,129,0.49,0.35,6,19,8,20,97,-0.08,0.53,3,78,49,48,77,29,46,0.19
90,45,5,51,6,7,115,0.44,0.33,10,24,3,14,92,-0.11,0.34,8,77,50,48,64,21,35,0.13
91,46,6,55,8,9,108,0.51,0.35,11,9,6,11,91,-0.03,0.47,4,92,26,54,72,20,47,0.20
92,46,2,66,11,8,119,0.55,0.39,8,13,4,8,100,0.00,0.45,6,80,43,64,78,30,56,0.20
93,47,17,45,3,4,75,0.60,0.50,8,16,5,13,74,-0.06,0.37,1,49,28,41,58,23,39,0.14
94,47,11,36,8,7,91,0.40,0.23,3,9,1,10,59,-0.12,0.38,5,61,33,35,40,6,18,0.21
95,48,10,49,6,4,94,0.52,0.41,5,11,2,12,73,-0.11,0.42,5,71,36,49,56,18,35,0.13
96,48,18,51,5,5,94,0.54,0.43,6,8,5,9,80,0.00,0.56,2,61,31,49,66,22,45,0.28
97,49,13,61,9,9,130,0.47,0.33,9,15,4,11,110,-0.03,0.39,5,82,55,61,74,23,48,0.24
98,49,16,68,9,12,134,0.51,0.35,9,16,5,22,104,-0.16,0.48,4,99,38,67,82,23,42,0.24
99,50,8,63,11,5,123,0.51,0.38,10,10,7,28,113,-0.15,0.66,2,83,38,62,80,23,45,0.46
100,50,7,60,10,4,111,0.54,0.41,11,10,2,25,108,-0.21,0.51,7,85,41,60,73,18,37,0.22
101,51,15,44,8,3,95,0.46,0.34,17,15,5,20,101,-0.08,0.42,12,83,25,39,66,29,30,0.17
102,51,4,56,17,11,116,0.48,0.24,8,11,12,20,103,-0.02,0.46,5,81,42,51,76,34,37,0.09
103,52,6,34,5,9,71,0.48,0.28,7,7,3,13,65,-0.14,0.42,3,59,17,33,44,12,19,0.15
104,52,1,44,7,4,74,0.59,0.44,5,10,3,14,73,-0.13,0.40,3,52,24,44,52,17,30,0.25
105,53,17,55,9,6,110,0.50,0.36,9,13,5,19,92,-0.08,0.40,4,77,31,55,69,21,40,0.17
106,53,5,51,9,10,104,0.49,0.30,9,12,4,14,91,-0.08,0.40,5,73,40,51,64,23,35,0.19
107,54,10,61,10,4,119,0.51,0.39,9,14,5,15,101,-0.08,0.41,6,91,32,60,75,17,50,0.20
108,54,12,73,9,4,119,0.61,0.50,10,11,6,16,107,-0.08,0.56,5,86,40,72,89,25,59,0.33
109,55,2,64,11,8,117,0.55,0.38,6,19,3,14,91,-0.08,0.43,3,81,42,62,73,21,48,0.15
110,55,9,57,6,4,106,0.54,0.44,11,11,3,12,93,-0.10,0.49,3,77,31,57,71,23,52,0.25
74,37,16,44,2,9,79,0.56,0.41,13,8,6,10,74,-0.02,0.35,1,49,27,43,63,30,43,0.08
111,56,3,49,9,8,108,0.45,0.29,11,13,2,14,91,-0.08,0.48,9,73,49,47,62,24,31,0.14
112,56,11,55,11,3,115,0.48,0.35,9,8,9,23,97,-0.12,0.40,2,77,38,52,73,26,45,0.16
113,57,14,49,12,7,129,0.38,0.23,10,18,3,12,87,-0.07,0.50,2,74,53,47,62,22,39,0.24
114,57,7,53,10,2,114,0.46,0.36,12,19,2,16,90,-0.13,0.56,3,75,48,52,67,23,41,0.32
115,58,4,61,11,17,134,0.46,0.24,5,19,12,22,112,-0.05,0.38,7,86,51,57,78,34,32,0.16
116,58,5,46,5,12,113,0.41,0.25,11,13,7,17,103,-0.08,0.23,12,90,43,43,64,25,22,0.90
117,59,18,69,4,8,128,0.54,0.40,9,12,3,18,107,-0.10,0.52,4,84,46,67,81,23,50,0.32
118,59,12,66,9,5,137,0.48,0.38,4,13,4,18,102,-0.12,0.45,3,89,56,65,74,19,47,0.17
119,60,13,57,2,4,90,0.63,0.56,12,7,11,11,97,0.03,0.46,4,61,31,56,80,35,60,0.25
120,60,9,51,12,4,96,0.53,0.36,2,7,4,13,74,-0.11,0.44,11,86,24,50,57,11,28,0.23
121,61,8,30,7,5,68,0.44,0.26,7,8,3,13,73,-0.11,0.44,2,39,34,28,40,20,16,0.26
122,61,14,30,7,9,85,0.35,0.16,7,5,2,24,63,-0.34,0.47,3,60,28,26,39,15,2,0.20
123,62,16,57,8,11,119,0.48,0.31,11,13,7,19,107,-0.08,0.53,4,88,38,56,75,23,40,0.18
124,62,1,59,11,8,117,0.50,0.34,8,12,4,18,106,-0.09,0.42,7,88,41,56,71,22,37,0.14
125,63,15,44,4,2,75,0.59,0.50,12,8,4,14,76,-0.08,0.36,8,55,29,41,60,26,36,0.16
126,63,3,33,12,8,83,0.40,0.15,4,7,8,8,63,0.06,0.47,4,62,25,30,45,18,24,0.21
127,64,6,52,15,14,106,0.49,0.21,8,6,5,13,85,-0.05,0.38,5,82,20,49,65,20,31,0.22
128,64,9,48,8,5,92,0.52,0.38,15,9,5,14,96,-0.10,0.46,5,72,34,48,68,27,44,0.19
129,65,4,56,8,2,91,0.62,0.50,8,11,7,18,92,-0.11,0.46,7,68,34,52,71,29,41,0.10
130,65,17,46,8,3,93,0.49,0.37,8,7,7,18,86,-0.10,0.41,7,74,21,45,61,21,33,0.20
131,66,10,56,8,9,107,0.52,0.36,5,7,7,14,99,-0.03,0.53,4,74,42,56,68,24,41,0.30
132,66,7,59,5,7,108,0.55,0.43,8,9,4,23,97,-0.17,0.56,7,85,27,57,71,20,32,0.32
133,67,2,38,11,12,97,0.39,0.15,4,9,6,11,68,-0.05,0.38,1,65,40,37,48,20,24,0.20
134,67,16,41,4,4,82,0.50,0.40,11,13,1,10,75,-0.08,0.46,6,57,27,40,53,22,32,0.26
135,68,5,57,11,14,138,0.41,0.23,9,13,5,26,109,-0.18,0.42,1,95,44,54,71,20,29,0.22
136,68,3,61,9,13,134,0.46,0.29,11,16,1,20,115,-0.14,0.48,5,83,60,58,73,27,35,0.18
137,69,8,63,10,15,141,0.45,0.27,13,11,4,22,118,-0.12,0.38,2,104,42,62,80,23,40,0.23
138,69,12,69,13,17,148,0.47,0.26,10,16,2,17,121,-0.10,0.36,4,96,57,66,81,25,42,0.17
139,70,13,66,8,5,116,0.56,0.45,9,8,9,18,123,-0.03,0.44,6,90,35,65,84,28,53,0.19
140,70,1,73,9,13,128,0.56,0.39,8,10,6,24,114,-0.15,0.50,9,105,32,71,87,22,40,0.60
141,71,14,49,11,17,131,0.37,0.16,8,11,5,20,79,-0.17,0.45,4,87,48,48,62,21,20,0.22
142,71,18,46,8,3,92,0.50,0.38,11,15,4,11,98,-0.05,0.51,5,59,39,44,61,28,41,0.28
143,72,15,42,6,12,88,0.48,0.27,3,5,5,16,84,-0.11,0.31,9,72,29,41,50,13,12,0.14
144,72,11,52,3,5,92,0.56,0.47,6,6,9,25,97,-0.14,0.44,5,68,28,51,67,24,30,0.22
81,41,17,53,5,8,104,0.51,0.38,10,8,6,20,100,-0.11,0.52,7,75,40,52,69,23,34,0.17
