148,Henrique Honorato,3,OH,190,1997-01-27,8,29
149,Leonardo Lukas Leodolter,3,OH,199,2002-02-17,9,24
150,Maicon França,3,OH,196,2004-01-07,10,22
151,Judson Nunes,3,MB,203,1998-09-20,11,27
152,Douglas Souza,3,OH,199,1995-08-20,12,30
153,Lucas Barreto,3,MB,209,2003-10-04,13,22
154,Fernando ?Cachopa? Kreling,3,S,186,1996-07-13,14,29
155,Maique Reis,3,L,184,1997-07-15,15,28
156,Joppe Van Hoyweghen,2,S,190,2001-01-11,11,25
157,Matthias Valkiers,2,S,185,1996-02-09,16,30
158,Ferre Reggers,2,OPP,203,2003-09-18,2,22
159,Jorne Vandecruys,2,OPP,201,1999-10-16,17,26
160,Simon Plaskie,2,OH,190,2002-07-17,6,23
161,Gilles Vandecaveye Fransen,2,OH,197,2001-01-04,8,25
162,Seppe Rotty,2,OH,192,2001-05-12,12,25
163,Kobe Verwimp,2,OH,181,2003-01-18,13,23
164,Wout Baetens,2,OH,195,1995-01-03,18,31
165,"",2,MB,203,1998-07-22,9,27
166,Samuel Fafchamps,2,MB,201,2000-07-17,21,25
167,Gorik Lantsoght,2,L,186,2002-04-05,19,24
168,Luke Herr,5,S,196,1999-04-09,2,27
169,Mason Greves,5,S,196,2001-03-19,8,25
170,Pearson Eshenko,5,MB,208,2002-10-15,1,23
171,Danny Demyanenko,5,MB,203,2000-12-22,6,25
172,Fynn McCarthy,5,MB,204,2002-11-18,3,23
173,Xander Ketrzynski,5,OPP,203,2000-01-31,11,26
174,Stephen Maar,5,OH,201,1994-12-06,7,31
175,Erik Siksna,5,OH,198,1993-07-28,4,32
176,Brodie Hofer,5,OH,198,2001-04-30,5,25
177,Eric Loeppky,5,OH,198,1998-08-01,18,27
178,Max Elgert,5,S,191,2003-07-26,9,22
179,Zachary Hollands,5,L,188,2003-04-24,14,23
180,Quintin Greenidge,5,L,180,2001-03-03,17,25
181,Sharone Vernon-Evans,5,OPP,206,1998-08-28,13,27
182,Barthélémy Chinenyeze,8,MB,201,1998-02-28,1,28
183,Jenia Grebennikov,8,L,188,1990-08-13,2,35
184,Amir Tizi-Oualou,8,S,193,2005-05-10,3,21
185,Jean Patry,8,OPP,207,1996-12-27,4,29
186,Alexandre Strehlau,8,OH,198,2001-01-04,5,25
187,Benjamin Toniutti,8,S,183,1989-10-30,6,36
188,Earvin Ngapeth,8,OH,194,1991-02-12,9,35
189,Trévor Clévenot,8,OH,199,1994-06-28,11,32
190,Marius Louati,8,OH,198,1997-08-07,12,28
191,Quentin Jouffroy,8,MB,204,2003-09-15,13,22
192,Luka Basic,8,OH,194,2003-07-06,14,23
193,Ibrahima Fanguedou,8,MB,202,2001-02-09,15,25
194,Nathan Feral,8,L,183,2002-07-17,16,24
195,Théo Faure,8,OPP,202,1999-10-12,17,26
196,Jan Zimmermann,9,S,190,1993-02-12,2,33
197,Johannes Tille,9,S,188,1997-06-07,15,29
198,Simon Torwie,9,MB,208,2001-07-19,3,25
199,Florian Krage,9,MB,202,1997-03-13,5,29
200,Tobias Krick,9,MB,213,1998-10-10,11,27
201,Philipp John,9,MB,204,2003-07-01,14,23
202,Linus Weber,9,OPP,199,1999-11-01,12,26
203,Filip John,9,OPP,204,2000-02-24,16,26
204,Moritz Karlitzek,9,OH,191,1996-04-29,4,30
205,Ruben Schott,9,OH,192,1994-09-08,6,31
206,Erik Röhrs,9,OH,201,2001-09-21,9,24
207,Denis Kaliberda,9,OH,198,1990-03-18,13,36
208,Julian Zenger,9,L,190,1997-02-17,7,29
209,Tim Peter,9,L,182,1997-09-07,17,28
210,Javad Karimi,10,S,190,1998-01-31,14,28
211,Arshia Behnejad,10,S,194,2003-03-17,15,23
212,Bardia Saadat,10,OPP,207,2002-08-12,6,23
213,Amin Esmaeilnezhad,10,OPP,202,1996-12-17,10,29
214,Amirhossein Esfandiar,10,OH,209,2000-01-17,12,26
215,Ehsan Daneshdoust,10,OH,195,2000-03-16,7,26
216,Ali Haghparast,10,OH,198,2004-05-13,22,22
217,Morteza Sharifi,10,OH,196,1999-05-27,49,27
218,Yousef Kazemi,10,MB,205,2004-04-12,20,22
219,Mohammad Valizadeh,10,MB,204,2003-11-19,27,22
220,Eisa Naseri,10,MB,204,2004-01-22,66,22
221,Mohammadreza Hazratpour,10,L,182,1999-06-16,8,27
222,Arman Salehi,10,L,180,1992-04-07,21,34
223,Pouya Ariakhah,10,OPP,205,2004-01-30,52,22
224,Simone Giannelli,11,S,200,1996-08-09,6,29
225,Paolo Porro,11,S,185,2001-10-27,7,24
226,Yuri Romanò,11,OPP,202,1997-07-26,17,28
227,Fabrizio Gironi,11,OPP,200,2000-01-06,15,26
228,Alessandro Michieletto,11,OH,211,2001-12-05,5,24
229,Daniele Lavia,11,OH,200,1999-11-04,10,26
230,Mattia Bottolo,11,OH,197,2000-05-03,21,26
231,Luca Porro,11,OH,193,2004-05-27,18,22
232,Gianluca Galassi,11,MB,201,1997-07-24,14,28
233,Giovanni Sanguinetti,11,MB,205,2000-07-20,12,26
234,Leandro Mosca,11,MB,209,2000-07-29,23,26
235,Edoardo Caneschi,11,MB,208,1996-08-22,11,29
236,Fabio Balaso,11,L,178,1995-10-20,9,30
237,Gabriele Laurenzano,11,L,176,2003-02-06,4,23
238,Nikola Jovović,14,S,190,1992-02-14,3,34
239,Vuk Todorović,14,S,190,1998-03-20,8,28
240,Dražen Luburić,14,OPP,205,1993-11-22,13,32
241,Aleksandar Atanasijević,14,OPP,201,1991-09-04,14,34
242,M10 Kujundžić,14,OH,196,1997-06-12,5,29
243,Uroš Kovačević,14,OH,198,1993-05-06,7,33
244,Marko Ivović,14,OH,196,1990-12-30,10,35
245,Aleksa Batak,14,OH,202,2003-01-17,17,23
246,Srećko Lisinac,14,MB,205,1992-09-17,1,33
247,Marko Podraščanin,14,MB,205,1987-08-29,2,38
248,Neven Majstorović,14,MB,206,2001-05-02,12,25
249,Aleksandar Nedeljković,14,MB,207,1997-10-25,16,28
250,Nikola Peković,14,L,186,1995-01-11,9,31
251,Milan Katić,14,L,184,2002-04-21,18,24
16,Jakub Majchrzak,13,MB,207,2004-05-13,17,22
