13,2026-06-12,11,1,0,1,0.0000,78.00,29.00,10.00,29.00,-0.13,0.43,0.23,58.00,0.45,0.27,10.00,13.00,41.00,58.00
14,2026-06-12,2,1,1,0,1.0000,58.00,22.00,9.00,22.00,-0.12,0.38,0.24,45.00,0.47,0.29,4.00,7.00,36.00,44.00
14,2026-06-12,3,1,1,0,1.0000,68.00,23.00,6.00,19.00,-0.12,0.50,0.24,51.00,0.64,0.48,11.00,11.00,28.00,51.00
15,2026-06-12,5,1,0,1,0.0000,74.00,21.00,3.00,20.00,-0.17,0.52,0.25,57.00,0.49,0.29,14.00,17.00,40.00,56.00
15,2026-06-12,8,1,1,0,1.0000,71.00,26.00,4.00,24.00,-0.15,0.44,0.22,54.00,0.46,0.28,13.00,15.00,48.00,51.00
16,2026-06-12,7,1,0,1,0.0000,43.00,13.00,3.00,13.00,-0.16,0.55,0.24,33.00,0.40,0.16,7.00,8.00,25.00,32.00
16,2026-06-12,17,2,1,1,0.5000,61.50,25.00,6.50,15.00,0.01,0.42,0.26,26.00,0.49,0.35,11.50,6.00,24.50,40.50
17,2026-06-12,12,1,1,0,1.0000,48.00,19.00,4.00,8.00,0.00,0.50,0.20,39.00,0.49,0.21,5.00,6.00,36.00,38.00
17,2026-06-12,13,2,1,1,0.5000,69.00,24.50,7.00,11.50,-0.01,0.45,0.24,51.00,0.49,0.34,11.00,11.00,38.00,49.50
18,2026-06-13,2,2,1,1,0.5000,58.00,18.00,6.50,21.50,-0.16,0.47,0.26,46.00,0.46,0.27,5.50,5.50,33.50,45.00
18,2026-06-13,14,1,1,0,1.0000,56.00,18.00,2.00,20.00,-0.15,0.45,0.26,45.00,0.41,0.26,9.00,22.00,51.00,40.00
19,2026-06-13,9,2,1,1,0.5000,68.00,19.50,4.50,21.50,-0.15,0.39,0.19,56.50,0.26,0.33,7.00,16.00,43.00,55.50
19,2026-06-13,18,1,1,0,1.0000,68.00,19.00,2.00,18.00,-0.12,0.51,0.23,59.00,0.57,0.49,7.00,7.00,36.00,58.00
20,2026-06-13,1,1,0,1,0.0000,65.00,17.00,5.00,30.00,-0.24,0.40,0.17,53.00,0.43,0.26,7.00,21.00,47.00,53.00
20,2026-06-13,10,2,0,2,0.0000,46.00,10.00,2.50,18.00,-0.18,0.42,0.23,39.00,0.48,0.29,4.50,4.00,15.00,38.50
21,2026-06-13,8,2,1,1,0.5000,68.50,22.50,5.00,20.00,-0.14,0.44,0.24,53.50,0.45,0.27,10.00,13.50,40.00,50.50
21,2026-06-13,16,1,0,1,0.0000,64.00,17.00,6.00,16.00,-0.07,0.55,0.21,53.00,0.51,0.36,5.00,12.00,29.00,51.00
22,2026-06-13,6,2,0,2,0.0000,69.00,21.00,3.00,17.00,-0.14,0.46,0.17,57.50,0.51,0.35,9.00,8.00,36.00,57.00
22,2026-06-13,12,2,2,0,1.0000,66.00,23.50,4.50,12.50,-0.04,0.52,0.17,57.00,0.52,0.32,4.50,10.50,44.50,55.50
23,2026-06-13,7,2,0,2,0.0000,42.50,12.50,3.00,13.50,-0.16,0.52,0.26,34.00,0.44,0.21,5.50,4.50,23.50,33.50
23,2026-06-13,15,2,2,0,1.0000,83.50,30.50,4.50,17.00,-0.10,0.41,0.19,69.00,0.54,0.38,10.00,10.50,47.00,68.00
24,2026-06-13,3,2,2,0,1.0000,66.50,24.00,5.50,17.00,-0.10,0.55,0.30,51.00,0.61,0.46,10.00,9.00,29.00,50.50
24,2026-06-13,14,1,1,0,1.0000,56.00,18.00,2.00,20.00,-0.15,0.45,0.26,45.00,0.41,0.26,9.00,22.00,51.00,40.00
25,2026-06-14,1,2,0,2,0.0000,56.00,17.50,4.50,20.00,-0.17,0.37,0.14,43.00,0.44,0.28,8.50,16.00,36.00,43.00
25,2026-06-14,4,2,1,1,0.5000,58.50,20.50,3.50,24.50,-0.22,0.43,0.16,46.50,0.57,0.44,8.50,8.00,28.50,51.00
26,2026-06-14,5,2,1,1,0.5000,74.00,23.50,2.00,18.00,-0.15,0.52,0.26,57.50,0.53,0.38,14.50,15.00,41.50,55.50
26,2026-06-14,18,2,2,0,1.0000,60.00,20.50,2.00,16.50,-0.13,0.47,0.21,50.00,0.55,0.45,8.00,9.50,33.50,49.00
27,2026-06-14,11,2,1,1,0.5000,75.50,27.00,7.50,27.00,-0.14,0.42,0.19,59.00,0.47,0.33,9.00,11.00,42.00,57.50
27,2026-06-14,16,2,1,1,0.5000,59.50,20.00,4.50,15.00,-0.11,0.48,0.24,46.50,0.50,0.34,8.50,9.50,26.00,44.50
28,2026-06-14,13,3,1,2,0.3333,74.00,23.67,6.00,15.33,-0.06,0.47,0.22,57.33,0.51,0.24,10.67,11.67,39.00,56.00
28,2026-06-14,17,3,2,1,0.6667,58.00,24.67,5.00,13.33,-0.01,0.41,0.27,30.67,0.51,0.37,10.67,6.00,23.67,38.67
29,2026-06-14,6,3,0,3,0.0000,66.67,22.67,3.33,15.33,-0.09,0.43,0.17,54.00,0.48,0.31,9.67,9.33,33.67,52.00
29,2026-06-14,7,3,0,3,0.0000,51.00,15.00,3.00,14.33,-0.15,0.54,0.29,41.00,0.44,0.21,7.00,7.33,29.33,40.33
30,2026-06-14,12,3,3,0,1.0000,68.00,25.00,4.67,15.00,-0.07,0.50,0.16,57.00,0.51,0.32,6.33,11.67,48.33,54.67
30,2026-06-14,15,3,3,0,1.0000,83.00,31.67,4.33,16.33,-0.09,0.46,0.24,66.67,0.54,0.38,12.00,13.00,42.00,65.00
31,2026-06-14,2,3,1,2,0.3333,58.67,16.33,4.67,20.00,-0.15,0.49,0.25,48.67,0.45,0.27,5.33,7.67,39.33,48.00
31,2026-06-14,10,3,1,2,0.3333,49.33,15.00,3.67,16.33,-0.14,0.46,0.24,41.33,0.49,0.31,4.33,4.33,21.00,41.00
32,2026-06-14,8,3,1,2,0.3333,61.67,21.67,5.33,17.67,-0.12,0.43,0.24,47.00,0.44,0.23,9.33,12.67,37.67,45.00
32,2026-06-14,9,3,1,2,0.3333,56.33,17.33,4.33,19.00,-0.15,0.35,0.16,46.67,0.28,0.26,5.33,13.00,40.67,46.00
33,2026-06-15,4,3,2,1,0.6667,62.33,21.67,4.67,22.67,-0.18,0.46,0.20,49.33,0.55,0.43,8.33,8.67,31.00,52.00
33,2026-06-15,14,3,2,1,0.6667,56.00,15.67,4.00,19.67,-0.17,0.48,0.22,42.00,0.44,0.28,10.00,13.33,35.33,39.67
34,2026-06-15,5,3,1,2,0.3333,77.00,25.00,2.67,19.00,-0.14,0.51,0.24,60.00,0.49,0.33,14.33,15.00,47.67,58.00
34,2026-06-15,16,3,1,2,0.3333,54.67,18.00,3.67,14.33,-0.13,0.47,0.23,43.33,0.46,0.28,7.67,10.00,28.33,41.67
35,2026-06-15,1,3,0,3,0.0000,57.00,16.33,4.00,19.00,-0.16,0.38,0.17,45.33,0.45,0.30,7.67,14.33,36.00,45.33
35,2026-06-15,3,3,3,0,1.0000,60.00,21.67,4.33,17.00,-0.12,0.52,0.30,46.00,0.59,0.43,9.67,8.00,26.67,45.33
36,2026-06-15,11,3,2,1,0.6667,67.33,25.00,6.00,21.00,-0.10,0.43,0.23,52.67,0.48,0.33,8.67,11.33,38.33,51.00
36,2026-06-15,18,3,3,0,1.0000,70.00,25.33,3.00,17.33,-0.12,0.47,0.20,55.67,0.51,0.39,11.33,14.00,42.00,54.33
37,2026-06-24,6,4,1,3,0.2500,63.50,21.75,4.25,13.25,-0.06,0.44,0.19,50.75,0.49,0.32,8.75,8.50,29.00,49.00
37,2026-06-24,16,4,2,2,0.5000,58.50,19.00,4.75,15.75,-0.12,0.46,0.24,45.50,0.46,0.28,8.25,11.50,31.75,43.75
38,2026-06-24,4,4,2,2,0.5000,60.00,19.75,3.75,21.00,-0.18,0.47,0.21,48.75,0.55,0.42,7.50,8.50,30.75,49.75
38,2026-06-24,11,4,3,1,0.7500,69.00,26.00,6.25,20.25,-0.10,0.42,0.23,53.75,0.48,0.33,9.00,10.25,39.25,51.75
39,2026-06-24,12,4,4,0,1.0000,68.75,25.75,5.25,15.25,-0.07,0.49,0.17,57.75,0.52,0.36,5.75,12.50,46.25,55.25
39,2026-06-24,14,4,3,1,0.7500,55.00,15.75,4.25,17.75,-0.14,0.50,0.22,42.00,0.45,0.29,8.75,13.00,35.00,40.25
40,2026-06-24,1,4,0,4,0.0000,59.25,17.25,3.50,18.00,-0.14,0.41,0.18,47.75,0.48,0.32,8.00,11.50,33.50,47.25
40,2026-06-24,9,4,2,2,0.5000,61.75,19.00,5.00,19.75,-0.15,0.39,0.17,50.75,0.32,0.27,5.50,13.50,44.75,49.75
41,2026-06-24,3,4,4,0,1.0000,65.50,22.25,5.00,19.00,-0.13,0.53,0.31,50.75,0.58,0.42,9.75,7.25,27.50,50.00
41,2026-06-24,17,4,2,2,0.5000,60.50,24.25,5.50,14.75,-0.03,0.41,0.24,35.75,0.52,0.37,10.50,7.00,24.50,41.00
42,2026-06-24,7,4,0,4,0.0000,50.50,14.25,3.00,13.00,-0.13,0.46,0.26,40.25,0.46,0.24,7.25,7.00,28.00,39.75
42,2026-06-24,18,4,3,1,0.7500,70.00,26.00,4.25,17.00,-0.11,0.45,0.22,54.25,0.50,0.37,11.50,15.00,41.75,52.75
43,2026-06-25,2,4,2,2,0.5000,60.00,17.00,5.00,19.25,-0.14,0.51,0.27,49.75,0.47,0.29,5.25,8.50,37.50,48.75
43,2026-06-25,13,4,2,2,0.5000,73.75,24.00,5.75,17.50,-0.09,0.45,0.19,57.75,0.52,0.26,10.25,12.50,37.75,56.50
44,2026-06-25,8,4,1,3,0.2500,64.75,23.00,4.75,18.25,-0.13,0.45,0.24,50.50,0.45,0.26,9.50,12.25,41.25,48.25
44,2026-06-25,10,4,1,3,0.2500,57.75,16.75,4.00,20.25,-0.16,0.48,0.24,48.00,0.52,0.36,5.75,5.75,24.75,47.50
45,2026-06-25,5,4,1,3,0.2500,74.75,25.50,3.25,18.25,-0.12,0.45,0.21,58.50,0.49,0.33,13.00,16.75,46.50,56.75
45,2026-06-25,15,4,3,1,0.7500,79.00,28.75,5.00,17.50,-0.10,0.44,0.23,62.75,0.53,0.39,11.25,12.25,38.00,61.25
46,2026-06-25,2,4,2,2,0.5000,60.00,17.00,5.00,19.25,-0.14,0.51,0.27,49.75,0.47,0.29,5.25,8.50,37.50,48.75
46,2026-06-25,6,5,1,4,0.2000,58.20,19.00,3.60,12.20,-0.06,0.41,0.16,47.40,0.48,0.30,7.40,7.80,27.80,45.60
47,2026-06-25,11,5,3,2,0.6000,69.00,26.40,7.40,20.20,-0.09,0.41,0.22,51.80,0.47,0.31,9.80,10.80,37.60,50.20
47,2026-06-25,17,5,3,2,0.6000,62.20,24.00,5.60,15.80,-0.04,0.43,0.23,39.20,0.51,0.37,10.40,7.20,27.60,43.20
48,2026-06-25,10,4,1,3,0.2500,57.75,16.75,4.00,20.25,-0.16,0.48,0.24,48.00,0.52,0.36,5.75,5.75,24.75,47.50
48,2026-06-25,18,5,4,1,0.8000,65.60,24.60,3.60,16.40,-0.12,0.46,0.24,50.40,0.51,0.39,11.20,13.00,38.80,49.00
49,2026-06-26,13,5,3,2,0.6000,74.60,24.00,6.00,16.80,-0.08,0.48,0.20,57.60,0.50,0.28,11.00,11.40,38.20,56.60
49,2026-06-26,16,5,3,2,0.6000,59.40,21.20,5.00,14.60,-0.10,0.43,0.21,45.20,0.48,0.31,9.20,10.80,30.80,43.60
50,2026-06-26,7,5,0,5,0.0000,49.20,13.60,3.20,14.00,-0.14,0.48,0.26,39.40,0.45,0.23,6.60,7.00,27.20,38.60
50,2026-06-26,8,5,2,3,0.4000,69.20,24.20,4.60,20.00,-0.13,0.47,0.25,54.20,0.47,0.30,10.40,11.40,40.00,52.20
51,2026-06-26,4,5,3,2,0.6000,63.20,21.80,4.60,21.60,-0.17,0.45,0.20,49.60,0.53,0.39,9.00,9.00,32.60,50.20
51,2026-06-26,15,5,4,1,0.8000,78.60,28.80,5.60,18.00,-0.10,0.45,0.22,62.80,0.52,0.38,10.20,13.60,40.20,58.60
52,2026-06-26,1,5,1,4,0.2000,61.40,18.80,3.80,16.60,-0.12,0.41,0.18,49.00,0.47,0.32,8.60,12.60,35.00,48.40
52,2026-06-26,6,6,1,5,0.1667,60.50,19.17,4.00,12.00,-0.06,0.42,0.17,48.67,0.49,0.31,8.00,8.00,27.50,47.00
53,2026-06-26,5,5,1,4,0.2000,72.60,24.60,3.20,17.40,-0.12,0.43,0.20,57.00,0.48,0.33,12.40,18.20,47.20,55.00
53,2026-06-26,17,6,4,2,0.6667,61.50,23.83,5.50,15.33,-0.05,0.42,0.21,40.17,0.53,0.40,10.00,8.67,27.67,42.83
54,2026-06-26,10,6,1,5,0.1667,59.67,17.67,3.67,18.33,-0.14,0.49,0.22,50.83,0.52,0.36,5.17,8.33,29.83,50.17
54,2026-06-26,12,5,5,0,1.0000,67.20,25.80,5.00,15.20,-0.06,0.51,0.20,56.00,0.52,0.36,6.20,11.80,43.60,53.80
55,2026-06-27,2,6,3,3,0.5000,67.83,21.00,4.67,17.67,-0.11,0.48,0.24,56.50,0.49,0.32,6.67,10.67,41.67,55.50
55,2026-06-27,9,5,2,3,0.4000,65.40,20.80,6.20,19.60,-0.13,0.41,0.19,53.40,0.36,0.29,5.40,14.60,46.60,52.40
56,2026-06-27,3,5,4,1,0.8000,65.40,21.20,5.40,19.40,-0.13,0.52,0.29,51.20,0.56,0.39,8.80,7.00,29.60,50.60
56,2026-06-27,11,6,3,3,0.5000,64.17,23.00,6.33,18.50,-0.10,0.41,0.22,49.17,0.46,0.29,8.67,10.50,36.83,47.67
57,2026-06-27,7,6,0,6,0.0000,53.17,14.33,3.00,15.83,-0.16,0.48,0.25,42.83,0.46,0.26,7.33,7.50,29.50,42.17
57,2026-06-27,14,5,3,2,0.6000,54.00,15.60,4.00,17.80,-0.16,0.46,0.22,41.80,0.44,0.27,8.20,11.80,33.60,40.00
58,2026-06-27,4,6,3,3,0.5000,65.33,23.83,5.83,21.33,-0.15,0.45,0.18,50.67,0.53,0.37,8.83,9.33,34.17,50.33
58,2026-06-27,5,6,1,5,0.1667,71.17,24.33,3.33,16.83,-0.11,0.43,0.20,56.00,0.48,0.32,11.83,17.17,46.00,54.33
59,2026-06-27,12,6,6,0,1.0000,70.83,25.67,5.17,15.33,-0.07,0.52,0.22,58.83,0.54,0.39,6.83,11.67,43.00,56.83
59,2026-06-27,18,6,5,1,0.8333,65.67,24.17,3.83,15.17,-0.10,0.48,0.25,50.50,0.52,0.40,10.33,12.17,37.50,49.00
60,2026-06-27,9,5,2,3,0.4000,65.40,20.80,6.20,19.60,-0.13,0.41,0.19,53.40,0.36,0.29,5.40,14.60,46.60,52.40
60,2026-06-27,13,6,4,2,0.6667,74.50,23.83,5.67,15.83,-0.07,0.46,0.21,58.17,0.50,0.29,10.67,12.00,41.00,57.33
61,2026-06-28,8,6,3,3,0.5000,71.00,24.00,5.00,21.33,-0.14,0.50,0.29,55.67,0.48,0.31,10.33,11.17,39.67,53.83
61,2026-06-28,14,6,4,2,0.6667,55.33,16.67,3.83,16.83,-0.14,0.47,0.22,43.00,0.43,0.27,8.50,12.83,36.83,41.17
62,2026-06-28,1,6,2,4,0.3333,59.83,18.50,3.67,16.17,-0.12,0.41,0.19,48.17,0.49,0.34,8.00,12.17,33.17,47.67
62,2026-06-28,16,6,3,3,0.5000,63.17,21.50,5.00,15.83,-0.11,0.44,0.21,49.00,0.48,0.32,9.17,11.67,32.00,47.50
63,2026-06-28,3,6,4,2,0.6667,64.83,21.67,4.83,18.50,-0.13,0.52,0.27,50.83,0.54,0.38,9.17,8.00,32.83,50.00
63,2026-06-28,15,6,5,1,0.8333,76.50,28.83,5.50,18.33,-0.10,0.45,0.21,59.67,0.51,0.37,11.33,13.83,37.67,55.33
64,2026-06-28,6,7,1,6,0.1429,58.14,18.14,3.86,12.14,-0.07,0.42,0.17,46.57,0.48,0.30,7.86,7.86,26.00,45.00
64,2026-06-28,9,7,3,4,0.4286,65.00,19.71,5.43,17.57,-0.12,0.43,0.20,53.57,0.41,0.32,5.71,13.00,41.14,52.71
65,2026-06-28,4,7,4,3,0.5714,67.14,25.29,6.71,21.43,-0.13,0.44,0.18,52.14,0.52,0.35,8.29,10.71,36.57,51.29
65,2026-06-28,17,7,5,2,0.7143,62.57,23.43,5.43,15.86,-0.05,0.42,0.21,42.29,0.52,0.39,9.86,9.29,28.14,44.57
66,2026-06-28,7,7,0,7,0.0000,55.14,15.57,2.86,15.86,-0.15,0.49,0.26,44.29,0.46,0.28,8.00,9.14,32.14,43.57
66,2026-06-28,10,7,1,6,0.1429,61.86,17.57,3.86,17.86,-0.13,0.47,0.22,52.29,0.52,0.37,5.71,9.14,30.14,51.57
67,2026-06-28,2,7,3,4,0.4286,68.57,21.00,4.43,17.14,-0.11,0.47,0.23,57.57,0.50,0.32,6.57,11.86,41.71,56.43
67,2026-06-28,16,6,3,3,0.5000,63.17,21.50,5.00,15.83,-0.11,0.44,0.21,49.00,0.48,0.32,9.17,11.67,32.00,47.50
68,2026-06-28,3,6,4,2,0.6667,64.83,21.67,4.83,18.50,-0.13,0.52,0.27,50.83,0.54,0.38,9.17,8.00,32.83,50.00
68,2026-06-28,5,7,1,6,0.1429,70.14,24.43,3.86,16.86,-0.11,0.40,0.30,54.57,0.47,0.31,11.71,16.57,45.57,52.71
69,2026-06-28,8,6,3,3,0.5000,71.00,24.00,5.00,21.33,-0.14,0.50,0.29,55.67,0.48,0.31,10.33,11.17,39.67,53.83
69,2026-06-28,12,7,7,0,1.0000,71.29,24.71,5.00,15.71,-0.07,0.51,0.22,59.86,0.53,0.38,6.43,11.86,44.86,58.00
70,2026-06-29,1,7,2,5,0.2857,61.43,19.00,3.71,16.43,-0.12,0.41,0.18,49.71,0.49,0.34,8.00,12.14,34.29,48.86
70,2026-06-29,13,7,5,2,0.7143,75.29,25.43,6.43,15.14,-0.06,0.46,0.21,58.00,0.52,0.32,10.86,11.29,39.57,57.14
71,2026-06-29,14,7,4,3,0.5714,53.00,16.43,3.57,17.86,-0.17,0.47,0.22,41.14,0.42,0.25,8.29,11.71,35.57,39.00
71,2026-06-29,18,7,5,2,0.7143,67.86,24.00,3.71,15.57,-0.10,0.49,0.26,53.14,0.52,0.40,10.14,12.14,38.71,51.57
72,2026-06-29,11,7,4,3,0.5714,65.43,23.43,6.71,19.14,-0.10,0.40,0.21,50.00,0.46,0.30,8.71,10.14,37.00,48.29
72,2026-06-29,15,7,5,2,0.7143,74.14,28.43,5.29,17.71,-0.09,0.44,0.20,57.43,0.52,0.39,11.43,13.00,36.43,53.29
